 (предложение не размещено на платформе ""Работа в России"")",Наличие согласия на зачисление,Статус заявления,Заключен договор об образовании,Оплата первого периода договора об образовании,Преимущественное право п.9,Преимущественное право п.10,Требуется общежитие на время обучения,Возврат документов
113,3761895,,Нет,,,,Да,Нет,Нет,,3,,94,80,94,268,,268,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
114,3862399,,Нет,,,,Да,Нет,Нет,,3,,98,84,86,268,,268,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
115,3868262,,Нет,,,,Да,Нет,Нет,,2,,88,88,91,267,,267,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
116,3852533,,Нет,,,,Да,Нет,Нет,,4,,98,80,86,264,2,266,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
117,3890036,,Нет,,,,Да,Нет,Нет,,2,,83,86,94,263,3,266,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Да,Нет
118,3720609,,Нет,,,,Да,Нет,Нет,,2,,80,80,94,254,10,264,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
119,3830604,,Нет,,,,Да,Нет,Нет,,3,,78,94,91,263,,263,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
120,3849187,,Нет,,,,Да,Нет,Нет,,5,,93,78,91,262,,262,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
121,3941559,,Нет,,,,Да,Нет,Нет,,5,,95,84,83,262,,262,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
122,3988839,,Нет,,,,Да,Нет,Нет,,4,,88,74,94,256,5,261,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Да,Нет
123,4115966,,Нет,,,,Да,Нет,Нет,,2,,95,88,75,258,3,261,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
124,4126214,,Нет,,,,Да,Нет,Нет,,3,,88,90,83,261,,261,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Да,Нет
125,3869151,,Нет,,,,Да,Нет,Нет,,2,,93,82,81,256,3,259,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
126,3883930,,Нет,,,,Да,Нет,Нет,,3,,88,84,81,253,3,256,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Да,Нет
127,3960475,,Нет,,,,Да,Нет,Нет,,8,,78,84,91,253,3,256,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
128,4083353,,Нет,,,,Да,Нет,Нет,,2,,98,80,75,253,,253,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
129,3793266,,Нет,,,,Да,Нет,Нет,,2,,88,72,83,243,8,251,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
130,3727402,,Нет,,,,Да,Нет,Нет,,2,,88,76,81,245,4,249,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
131,4053872,,Нет,,,,Да,Нет,Нет,,3,,85,78,81,244,3,247,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
132,3896377,,Нет,,,,Да,Нет,Нет,,2,,80,82,81,243,3,246,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
133,4014412,,Нет,,,,Да,Нет,Нет,,5,,88,78,78,244,,244,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
134,4254542,,Нет,,,,Да,Нет,Нет,,2,,88,78,75,241,,241,,,,,,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
135,3560160,,Нет,,,,Да,Нет,Нет,,3,,75,72,93,240,,240,,,,,,Да,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
136,4225010,,Нет,,,,Да,Нет,Нет,,3,,90,74,75,239,,239,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Да,Нет
137,3834189,,Нет,,,,Да,Нет,Нет,,5,,75,82,78,235,,235,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
138,4212977,,Нет,,,,Да,Нет,Нет,,3,,78,72,81,231,3,234,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
139,3754127,,Нет,,,,Да,Нет,Нет,,5,,75,80,78,233,,233,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
140,3925390,,Нет,,,,Да,Нет,Нет,,2,,85,70,78,233,,233,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
141,3943947,,Нет,,,,Да,Нет,Нет,,3,,80,82,69,231,,231,,,,,,Нет,На рассмотрении,Нет,Нет,Нет,Нет,Нет,Нет
142,3846412,,Нет,,,,Да,Нет,Нет,,3,,83,76,70,229,,229,,,,,,Нет,На рассмотрении,Нет,Нет,Да,Нет,Нет,Нет
